,href,name,id,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
231,https://api.spotify.com/v1/tracks/4nw0S8MtvcLSpXCS9M8ciL,Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),4nw0S8MtvcLSpXCS9M8ciL,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1iNqsUDUraNWrj00bqssQG'}, 'href': 'https://api.spotify.com/v1/artists/1iNqsUDUraNWrj00bqssQG', 'id': '1iNqsUDUraNWrj00bqssQG', 'name': 'Dreamville', 'type': 'artist', 'uri': 'spotify:artist:1iNqsUDUraNWrj00bqssQG'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1vaQ6v3pOFxAIrFoPrAcom'}, 'href': 'https://api.spotify.com/v1/artists/1vaQ6v3pOFxAIrFoPrAcom', 'id': '1vaQ6v3pOFxAIrFoPrAcom', 'name': 'Ari Lennox', 'type': 'artist', 'uri': 'spotify:artist:1vaQ6v3pOFxAIrFoPrAcom'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5j1BNsC9xeWGfBVCzzg6fc'}, 'href': 'https://api.spotify.com/v1/artists/5j1BNsC9xeWGfBVCzzg6fc', 'id': '5j1BNsC9xeWGfBVCzzg6fc', 'name': 'Omen', 'type': 'artist', 'uri': 'spotify:artist:5j1BNsC9xeWGfBVCzzg6fc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7c0XG5cIJTrrAgEC3ULPiq'}, 'href': 'https://api.spotify.com/v1/artists/7c0XG5cIJTrrAgEC3ULPiq', 'id': '7c0XG5cIJTrrAgEC3ULPiq', 'name': 'Ty Dolla $ign', 'type': 'artist', 'uri': 'spotify:artist:7c0XG5cIJTrrAgEC3ULPiq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7gWumE1wMALHXANLSIt054'}, 'href': 'https://api.spotify.com/v1/artists/7gWumE1wMALHXANLSIt054', 'id': '7gWumE1wMALHXANLSIt054', 'name': 'Dreezy', 'type': 'artist', 'uri': 'spotify:artist:7gWumE1wMALHXANLSIt054'}]",0.68,0.883,1,-5.387,1,0.395,0.187,0,0.116,0.59,96.173,audio_features,spotify:track:5KUciA17ZXudpvWAc3mLHs,https://api.spotify.com/v1/tracks/5KUciA17ZXudpvWAc3mLHs,https://api.spotify.com/v1/audio-analysis/5KUciA17ZXudpvWAc3mLHs,237853,4
232,https://api.spotify.com/v1/tracks/7wTA0NKIm6T7nP2kaymU2a,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),7wTA0NKIm6T7nP2kaymU2a,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1iNqsUDUraNWrj00bqssQG'}, 'href': 'https://api.spotify.com/v1/artists/1iNqsUDUraNWrj00bqssQG', 'id': '1iNqsUDUraNWrj00bqssQG', 'name': 'Dreamville', 'type': 'artist', 'uri': 'spotify:artist:1iNqsUDUraNWrj00bqssQG'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5MbNzCW3qokGyoo9giHA3V'}, 'href': 'https://api.spotify.com/v1/artists/5MbNzCW3qokGyoo9giHA3V', 'id': '5MbNzCW3qokGyoo9giHA3V', 'name': 'EARTHGANG', 'type': 'artist', 'uri': 'spotify:artist:5MbNzCW3qokGyoo9giHA3V'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5'}, 'href': 'https://api.spotify.com/v1/artists/6l3HvQ5sa6mXTsMTB19rO5', 'id': '6l3HvQ5sa6mXTsMTB19rO5', 'name': 'J. Cole', 'type': 'artist', 'uri': 'spotify:artist:6l3HvQ5sa6mXTsMTB19rO5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1ybINI1qPiFbwDXamRtwxD'}, 'href': 'https://api.spotify.com/v1/artists/1ybINI1qPiFbwDXamRtwxD', 'id': '1ybINI1qPiFbwDXamRtwxD', 'name': 'Smino', 'type': 'artist', 'uri': 'spotify:artist:1ybINI1qPiFbwDXamRtwxD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7Hjbimq43OgxaBRpFXic4x'}, 'href': 'https://api.spotify.com/v1/artists/7Hjbimq43OgxaBRpFXic4x', 'id': '7Hjbimq43OgxaBRpFXic4x', 'name': 'Saba', 'type': 'artist', 'uri': 'spotify:artist:7Hjbimq43OgxaBRpFXic4x'}]",0.726,0.408,11,-6.606,0,0.0614,0.603,0,0.225,0.459,115.918,audio_features,spotify:track:2xyx0o4xNOLLjBSbOOdcbA,https://api.spotify.com/v1/tracks/2xyx0o4xNOLLjBSbOOdcbA,https://api.spotify.com/v1/audio-analysis/2xyx0o4xNOLLjBSbOOdcbA,143227,4
233,https://api.spotify.com/v1/tracks/5KUciA17ZXudpvWAc3mLHs,"PTSD (with Omen feat. Mereba, Deante' Hitchcock & St. Beauty)",5KUciA17ZXudpvWAc3mLHs,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1iNqsUDUraNWrj00bqssQG'}, 'href': 'https://api.spotify.com/v1/artists/1iNqsUDUraNWrj00bqssQG', 'id': '1iNqsUDUraNWrj00bqssQG', 'name': 'Dreamville', 'type': 'artist', 'uri': 'spotify:artist:1iNqsUDUraNWrj00bqssQG'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5j1BNsC9xeWGfBVCzzg6fc'}, 'href': 'https://api.spotify.com/v1/artists/5j1BNsC9xeWGfBVCzzg6fc', 'id': '5j1BNsC9xeWGfBVCzzg6fc', 'name': 'Omen', 'type': 'artist', 'uri': 'spotify:artist:5j1BNsC9xeWGfBVCzzg6fc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/294lNTPZfdqyzt8qnxmFiL'}, 'href': 'https://api.spotify.com/v1/artists/294lNTPZfdqyzt8qnxmFiL', 'id': '294lNTPZfdqyzt8qnxmFiL', 'name': 'Mereba', 'type': 'artist', 'uri': 'spotify:artist:294lNTPZfdqyzt8qnxmFiL'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5REHfa3YDopGOzrxwTsPvH'}, 'href': 'https://api.spotify.com/v1/artists/5REHfa3YDopGOzrxwTsPvH', 'id': '5REHfa3YDopGOzrxwTsPvH', 'name': ""Deante' Hitchcock"", 'type': 'artist', 'uri': 'spotify:artist:5REHfa3YDopGOzrxwTsPvH'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4j5EnP4t2lSKolLuQh1xvn'}, 'href': 'https://api.spotify.com/v1/artists/4j5EnP4t2lSKolLuQh1xvn', 'id': '4j5EnP4t2lSKolLuQh1xvn', 'name': 'St. Beauty', 'type': 'artist', 'uri': 'spotify:artist:4j5EnP4t2lSKolLuQh1xvn'}]",0.679,0.728,5,-3.092,0,0.154,0.159,0,0.107,0.46,152.001,audio_features,spotify:track:3TTMUI5dFcbeNSDTTDY9M8,https://api.spotify.com/v1/tracks/3TTMUI5dFcbeNSDTTDY9M8,https://api.spotify.com/v1/audio-analysis/3TTMUI5dFcbeNSDTTDY9M8,181013,4
234,https://api.spotify.com/v1/tracks/2xyx0o4xNOLLjBSbOOdcbA,Playing Games (with Bryson Tiller) - Extended Version,2xyx0o4xNOLLjBSbOOdcbA,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS'}, 'href': 'https://api.spotify.com/v1/artists/57LYzLEk2LcFghVwuWbcuS', 'id': '57LYzLEk2LcFghVwuWbcuS', 'name': 'Summer Walker', 'type': 'artist', 'uri': 'spotify:artist:57LYzLEk2LcFghVwuWbcuS'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2EMAnMvWE2eb56ToJVfCWs'}, 'href': 'https://api.spotify.com/v1/artists/2EMAnMvWE2eb56ToJVfCWs', 'id': '2EMAnMvWE2eb56ToJVfCWs', 'name': 'Bryson Tiller', 'type': 'artist', 'uri': 'spotify:artist:2EMAnMvWE2eb56ToJVfCWs'}]",0.53,0.37,1,-7.416,1,0.041,0.572,0,0.0765,0.291,72.732,audio_features,spotify:track:4YNrBVo8fv6qiTNwHLVDai,https://api.spotify.com/v1/tracks/4YNrBVo8fv6qiTNwHLVDai,https://api.spotify.com/v1/audio-analysis/4YNrBVo8fv6qiTNwHLVDai,173120,4
235,https://api.spotify.com/v1/tracks/3TTMUI5dFcbeNSDTTDY9M8,Come Thru (with Usher),3TTMUI5dFcbeNSDTTDY9M8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS'}, 'href': 'https://api.spotify.com/v1/artists/57LYzLEk2LcFghVwuWbcuS', 'id': '57LYzLEk2LcFghVwuWbcuS', 'name': 'Summer Walker', 'type': 'artist', 'uri': 'spotify:artist:57LYzLEk2LcFghVwuWbcuS'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/23zg3TcAtWQy7J6upgbUnj'}, 'href': 'https://api.spotify.com/v1/artists/23zg3TcAtWQy7J6upgbUnj', 'id': '23zg3TcAtWQy7J6upgbUnj', 'name': 'USHER', 'type': 'artist', 'uri': 'spotify:artist:23zg3TcAtWQy7J6upgbUnj'}]",0.69,0.377,7,-7.907,1,0.0793,0.672,1.06e-06,0.106,0.18,104.924,audio_features,spotify:track:43IMaycr34ZR5kS8mlL5hH,https://api.spotify.com/v1/tracks/43IMaycr34ZR5kS8mlL5hH,https://api.spotify.com/v1/audio-analysis/43IMaycr34ZR5kS8mlL5hH,205733,4
236,https://api.spotify.com/v1/tracks/4YNrBVo8fv6qiTNwHLVDai,Potential,4YNrBVo8fv6qiTNwHLVDai,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS'}, 'href': 'https://api.spotify.com/v1/artists/57LYzLEk2LcFghVwuWbcuS', 'id': '57LYzLEk2LcFghVwuWbcuS', 'name': 'Summer Walker', 'type': 'artist', 'uri': 'spotify:artist:57LYzLEk2LcFghVwuWbcuS'}]",0.679,0.443,10,-8.528,0,0.153,0.427,0,0.106,0.363,104.049,audio_features,spotify:track:7EkiMl81fUHVwpItgtzI4r,https://api.spotify.com/v1/tracks/7EkiMl81fUHVwpItgtzI4r,https://api.spotify.com/v1/audio-analysis/7EkiMl81fUHVwpItgtzI4r,179973,4
237,https://api.spotify.com/v1/tracks/43IMaycr34ZR5kS8mlL5hH,Just Might (with PARTYNEXTDOOR),43IMaycr34ZR5kS8mlL5hH,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS'}, 'href': 'https://api.spotify.com/v1/artists/57LYzLEk2LcFghVwuWbcuS', 'id': '57LYzLEk2LcFghVwuWbcuS', 'name': 'Summer Walker', 'type': 'artist', 'uri': 'spotify:artist:57LYzLEk2LcFghVwuWbcuS'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2HPaUgqeutzr3jx5a9WyDV'}, 'href': 'https://api.spotify.com/v1/artists/2HPaUgqeutzr3jx5a9WyDV', 'id': '2HPaUgqeutzr3jx5a9WyDV', 'name': 'PARTYNEXTDOOR', 'type': 'artist', 'uri': 'spotify:artist:2HPaUgqeutzr3jx5a9WyDV'}]",0.669,0.432,6,-9.432,0,0.199,0.415,0,0.123,0.0888,97.132,audio_features,spotify:track:1axArDrl7n4M3QZMNN0XMs,https://api.spotify.com/v1/tracks/1axArDrl7n4M3QZMNN0XMs,https://api.spotify.com/v1/audio-analysis/1axArDrl7n4M3QZMNN0XMs,222387,4
238,https://api.spotify.com/v1/tracks/7EkiMl81fUHVwpItgtzI4r,I'll Kill You (feat. Jhené Aiko),7EkiMl81fUHVwpItgtzI4r,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS'}, 'href': 'https://api.spotify.com/v1/artists/57LYzLEk2LcFghVwuWbcuS', 'id': '57LYzLEk2LcFghVwuWbcuS', 'name': 'Summer Walker', 'type': 'artist', 'uri': 'spotify:artist:57LYzLEk2LcFghVwuWbcuS'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk'}, 'href': 'https://api.spotify.com/v1/artists/5ZS223C6JyBfXasXxrRqOk', 'id': '5ZS223C6JyBfXasXxrRqOk', 'name': 'Jhené Aiko', 'type': 'artist', 'uri': 'spotify:artist:5ZS223C6JyBfXasXxrRqOk'}]",0.643,0.945,1,-2.095,0,0.0445,0.0889,0,0.271,0.853,130.001,audio_features,spotify:track:0dSPApaBoWn6SA4GKWq9QK,https://api.spotify.com/v1/tracks/0dSPApaBoWn6SA4GKWq9QK,https://api.spotify.com/v1/audio-analysis/0dSPApaBoWn6SA4GKWq9QK,166427,4
239,https://api.spotify.com/v1/tracks/1axArDrl7n4M3QZMNN0XMs,Girls Need Love (with Drake) - Remix,1axArDrl7n4M3QZMNN0XMs,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS'}, 'href': 'https://api.spotify.com/v1/artists/57LYzLEk2LcFghVwuWbcuS', 'id': '57LYzLEk2LcFghVwuWbcuS', 'name': 'Summer Walker', 'type': 'artist', 'uri': 'spotify:artist:57LYzLEk2LcFghVwuWbcuS'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4'}, 'href': 'https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4', 'id': '3TVXtAsR1Inumwj472S9r4', 'name': 'Drake', 'type': 'artist', 'uri': 'spotify:artist:3TVXtAsR1Inumwj472S9r4'}]",0.598,0.847,1,-2.54,1,0.205,0.0655,9.92e-05,0.307,0.728,169.959,audio_features,spotify:track:2vjY3jGKElvqXoaGNEuYef,https://api.spotify.com/v1/tracks/2vjY3jGKElvqXoaGNEuYef,https://api.spotify.com/v1/audio-analysis/2vjY3jGKElvqXoaGNEuYef,205480,4
240,https://api.spotify.com/v1/tracks/0dSPApaBoWn6SA4GKWq9QK,Romance,0dSPApaBoWn6SA4GKWq9QK,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj'}, 'href': 'https://api.spotify.com/v1/artists/64tJ2EAv1R6UaZqc4iOCyj', 'id': '64tJ2EAv1R6UaZqc4iOCyj', 'name': 'YOASOBI', 'type': 'artist', 'uri': 'spotify:artist:64tJ2EAv1R6UaZqc4iOCyj'}]",0.658,0.872,7,-3.009,1,0.0303,0.42,0,0.324,0.664,100.009,audio_features,spotify:track:0EzChFKeHX8U5jxerTIBLh,https://api.spotify.com/v1/tracks/0EzChFKeHX8U5jxerTIBLh,https://api.spotify.com/v1/audio-analysis/0EzChFKeHX8U5jxerTIBLh,210507,4
241,https://api.spotify.com/v1/tracks/2vjY3jGKElvqXoaGNEuYef,怪物,2vjY3jGKElvqXoaGNEuYef,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj'}, 'href': 'https://api.spotify.com/v1/artists/64tJ2EAv1R6UaZqc4iOCyj', 'id': '64tJ2EAv1R6UaZqc4iOCyj', 'name': 'YOASOBI', 'type': 'artist', 'uri': 'spotify:artist:64tJ2EAv1R6UaZqc4iOCyj'}]",0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,audio_features,spotify:track:4S4QJfBGGrC8jRIjJHf1Ka,https://api.spotify.com/v1/tracks/4S4QJfBGGrC8jRIjJHf1Ka,https://api.spotify.com/v1/audio-analysis/4S4QJfBGGrC8jRIjJHf1Ka,98544,4
242,https://api.spotify.com/v1/tracks/0EzChFKeHX8U5jxerTIBLh,ラブレター,0EzChFKeHX8U5jxerTIBLh,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj'}, 'href': 'https://api.spotify.com/v1/artists/64tJ2EAv1R6UaZqc4iOCyj', 'id': '64tJ2EAv1R6UaZqc4iOCyj', 'name': 'YOASOBI', 'type': 'artist', 'uri': 'spotify:artist:64tJ2EAv1R6UaZqc4iOCyj'}]",0.699,0.628,0,-5.163,0,0.0369,0.49,0.782,0.101,0.607,79.968,audio_features,spotify:track:0QezBrYzFFT0f68zK6EvZI,https://api.spotify.com/v1/tracks/0QezBrYzFFT0f68zK6EvZI,https://api.spotify.com/v1/audio-analysis/0QezBrYzFFT0f68zK6EvZI,138268,4
243,https://api.spotify.com/v1/tracks/4S4QJfBGGrC8jRIjJHf1Ka,Pain,4S4QJfBGGrC8jRIjJHf1Ka,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/78rUTD7y6Cy67W1RVzYs7t'}, 'href': 'https://api.spotify.com/v1/artists/78rUTD7y6Cy67W1RVzYs7t', 'id': '78rUTD7y6Cy67W1RVzYs7t', 'name': 'PinkPantheress', 'type': 'artist', 'uri': 'spotify:artist:78rUTD7y6Cy67W1RVzYs7t'}]",0.804,0.609,0,-7.848,1,0.0633,0.68,0.00253,0.261,0.713,133.043,audio_features,spotify:track:1Vrj9Vcbb0lOG94pQbYvzv,https://api.spotify.com/v1/tracks/1Vrj9Vcbb0lOG94pQbYvzv,https://api.spotify.com/v1/audio-analysis/1Vrj9Vcbb0lOG94pQbYvzv,116213,4
244,https://api.spotify.com/v1/tracks/0QezBrYzFFT0f68zK6EvZI,Passion,0QezBrYzFFT0f68zK6EvZI,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/78rUTD7y6Cy67W1RVzYs7t'}, 'href': 'https://api.spotify.com/v1/artists/78rUTD7y6Cy67W1RVzYs7t', 'id': '78rUTD7y6Cy67W1RVzYs7t', 'name': 'PinkPantheress', 'type': 'artist', 'uri': 'spotify:artist:78rUTD7y6Cy67W1RVzYs7t'}]",0.682,0.669,2,-4.741,1,0.0275,0.283,1e-06,0.145,0.831,81.999,audio_features,spotify:track:465JzFiajJO59sUrDFsxdC,https://api.spotify.com/v1/tracks/465JzFiajJO59sUrDFsxdC,https://api.spotify.com/v1/audio-analysis/465JzFiajJO59sUrDFsxdC,271440,4
245,https://api.spotify.com/v1/tracks/1Vrj9Vcbb0lOG94pQbYvzv,Just for Me,1Vrj9Vcbb0lOG94pQbYvzv,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/78rUTD7y6Cy67W1RVzYs7t'}, 'href': 'https://api.spotify.com/v1/artists/78rUTD7y6Cy67W1RVzYs7t', 'id': '78rUTD7y6Cy67W1RVzYs7t', 'name': 'PinkPantheress', 'type': 'artist', 'uri': 'spotify:artist:78rUTD7y6Cy67W1RVzYs7t'}]",0.534,0.794,8,-3.738,1,0.0402,0.334,0.00093,0.159,0.711,179.976,audio_features,spotify:track:5ptl2PXkiSth54HCuGO7vN,https://api.spotify.com/v1/tracks/5ptl2PXkiSth54HCuGO7vN,https://api.spotify.com/v1/audio-analysis/5ptl2PXkiSth54HCuGO7vN,240747,4
246,https://api.spotify.com/v1/tracks/465JzFiajJO59sUrDFsxdC,アンコール,465JzFiajJO59sUrDFsxdC,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj'}, 'href': 'https://api.spotify.com/v1/artists/64tJ2EAv1R6UaZqc4iOCyj', 'id': '64tJ2EAv1R6UaZqc4iOCyj', 'name': 'YOASOBI', 'type': 'artist', 'uri': 'spotify:artist:64tJ2EAv1R6UaZqc4iOCyj'}]",0.663,0.871,8,-5.287,1,0.03,0.00299,1.8e-06,0.337,0.826,130.025,audio_features,spotify:track:6MCjmGYlw6mQVWRFVgBRvB,https://api.spotify.com/v1/tracks/6MCjmGYlw6mQVWRFVgBRvB,https://api.spotify.com/v1/audio-analysis/6MCjmGYlw6mQVWRFVgBRvB,258840,4
247,https://api.spotify.com/v1/tracks/5ptl2PXkiSth54HCuGO7vN,あの夢をなぞって,5ptl2PXkiSth54HCuGO7vN,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj'}, 'href': 'https://api.spotify.com/v1/artists/64tJ2EAv1R6UaZqc4iOCyj', 'id': '64tJ2EAv1R6UaZqc4iOCyj', 'name': 'YOASOBI', 'type': 'artist', 'uri': 'spotify:artist:64tJ2EAv1R6UaZqc4iOCyj'}]",0.62,0.586,1,-6.612,1,0.212,0.155,0,0.535,0.487,137.131,audio_features,spotify:track:5fbHRCsGpFIOLRtlhCRFDR,https://api.spotify.com/v1/tracks/5fbHRCsGpFIOLRtlhCRFDR,https://api.spotify.com/v1/audio-analysis/5fbHRCsGpFIOLRtlhCRFDR,130980,4
248,https://api.spotify.com/v1/tracks/6MCjmGYlw6mQVWRFVgBRvB,夜に駆ける,6MCjmGYlw6mQVWRFVgBRvB,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj'}, 'href': 'https://api.spotify.com/v1/artists/64tJ2EAv1R6UaZqc4iOCyj', 'id': '64tJ2EAv1R6UaZqc4iOCyj', 'name': 'YOASOBI', 'type': 'artist', 'uri': 'spotify:artist:64tJ2EAv1R6UaZqc4iOCyj'}]",0.493,0.653,0,-5.666,0,0.0466,0.269,0,0.511,0.852,142.347,audio_features,spotify:track:5B0kgjHULYJhAQkK5XsMoC,https://api.spotify.com/v1/tracks/5B0kgjHULYJhAQkK5XsMoC,https://api.spotify.com/v1/audio-analysis/5B0kgjHULYJhAQkK5XsMoC,121573,4
249,https://api.spotify.com/v1/tracks/5fbHRCsGpFIOLRtlhCRFDR,LEMONHEAD (feat. 42 Dugg),5fbHRCsGpFIOLRtlhCRFDR,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF'}, 'href': 'https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF', 'id': '4V8LLVI7PbaPR0K2TGSxFF', 'name': 'Tyler, The Creator', 'type': 'artist', 'uri': 'spotify:artist:4V8LLVI7PbaPR0K2TGSxFF'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/45gHcnDnMC15sgx3VL7ROG'}, 'href': 'https://api.spotify.com/v1/artists/45gHcnDnMC15sgx3VL7ROG', 'id': '45gHcnDnMC15sgx3VL7ROG', 'name': '42 Dugg', 'type': 'artist', 'uri': 'spotify:artist:45gHcnDnMC15sgx3VL7ROG'}]",0.468,0.652,0,-4.912,1,0.0722,0.333,0.000318,0.55,0.39,140.223,audio_features,spotify:track:3EG9FJ0ToLfgnc1IG2Z1wz,https://api.spotify.com/v1/tracks/3EG9FJ0ToLfgnc1IG2Z1wz,https://api.spotify.com/v1/audio-analysis/3EG9FJ0ToLfgnc1IG2Z1wz,588139,4
250,https://api.spotify.com/v1/tracks/5B0kgjHULYJhAQkK5XsMoC,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),5B0kgjHULYJhAQkK5XsMoC,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF'}, 'href': 'https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF', 'id': '4V8LLVI7PbaPR0K2TGSxFF', 'name': 'Tyler, The Creator', 'type': 'artist', 'uri': 'spotify:artist:4V8LLVI7PbaPR0K2TGSxFF'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7wlFDEWiM5OoIAt8RSli8b'}, 'href': 'https://api.spotify.com/v1/artists/7wlFDEWiM5OoIAt8RSli8b', 'id': '7wlFDEWiM5OoIAt8RSli8b', 'name': 'YoungBoy Never Broke Again', 'type': 'artist', 'uri': 'spotify:artist:7wlFDEWiM5OoIAt8RSli8b'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7c0XG5cIJTrrAgEC3ULPiq'}, 'href': 'https://api.spotify.com/v1/artists/7c0XG5cIJTrrAgEC3ULPiq', 'id': '7c0XG5cIJTrrAgEC3ULPiq', 'name': 'Ty Dolla $ign', 'type': 'artist', 'uri': 'spotify:artist:7c0XG5cIJTrrAgEC3ULPiq'}]",0.827,0.571,11,-7.949,1,0.366,0.0195,0,0.166,0.62,142.034,audio_features,spotify:track:7z4xW9WY86uH3gd1V9pfCM,https://api.spotify.com/v1/tracks/7z4xW9WY86uH3gd1V9pfCM,https://api.spotify.com/v1/audio-analysis/7z4xW9WY86uH3gd1V9pfCM,146419,4
251,https://api.spotify.com/v1/tracks/3EG9FJ0ToLfgnc1IG2Z1wz,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),3EG9FJ0ToLfgnc1IG2Z1wz,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF'}, 'href': 'https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF', 'id': '4V8LLVI7PbaPR0K2TGSxFF', 'name': 'Tyler, The Creator', 'type': 'artist', 'uri': 'spotify:artist:4V8LLVI7PbaPR0K2TGSxFF'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3tlXnStJ1fFhdScmQeLpuG'}, 'href': 'https://api.spotify.com/v1/artists/3tlXnStJ1fFhdScmQeLpuG', 'id': '3tlXnStJ1fFhdScmQeLpuG', 'name': 'Brent Faiyaz', 'type': 'artist', 'uri': 'spotify:artist:3tlXnStJ1fFhdScmQeLpuG'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4yJHrytMK7mqtKsXVGaBNg'}, 'href': 'https://api.spotify.com/v1/artists/4yJHrytMK7mqtKsXVGaBNg', 'id': '4yJHrytMK7mqtKsXVGaBNg', 'name': 'Fana Hues', 'type': 'artist', 'uri': 'spotify:artist:4yJHrytMK7mqtKsXVGaBNg'}]",0.866,0.64,6,-6.195,0,0.413,0.000697,0.000114,0.702,0.636,142.04,audio_features,spotify:track:3Dah4SWoWwekrG4GShaHVP,https://api.spotify.com/v1/tracks/3Dah4SWoWwekrG4GShaHVP,https://api.spotify.com/v1/audio-analysis/3Dah4SWoWwekrG4GShaHVP,189307,4
252,https://api.spotify.com/v1/tracks/7z4xW9WY86uH3gd1V9pfCM,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),7z4xW9WY86uH3gd1V9pfCM,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF'}, 'href': 'https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF', 'id': '4V8LLVI7PbaPR0K2TGSxFF', 'name': 'Tyler, The Creator', 'type': 'artist', 'uri': 'spotify:artist:4V8LLVI7PbaPR0K2TGSxFF'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz'}, 'href': 'https://api.spotify.com/v1/artists/4O15NlyKLIASxsJ0PrXPfz', 'id': '4O15NlyKLIASxsJ0PrXPfz', 'name': 'Lil Uzi Vert', 'type': 'artist', 'uri': 'spotify:artist:4O15NlyKLIASxsJ0PrXPfz'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2RdwBSPQiwcmiDo9kixcl8'}, 'href': 'https://api.spotify.com/v1/artists/2RdwBSPQiwcmiDo9kixcl8', 'id': '2RdwBSPQiwcmiDo9kixcl8', 'name': 'Pharrell Williams', 'type': 'artist', 'uri': 'spotify:artist:2RdwBSPQiwcmiDo9kixcl8'}]",0.971,0.677,2,-6.895,1,0.092,0.0476,2.22e-05,0.112,0.58,120.027,audio_features,spotify:track:6BiCjPFN5rM9JPy5eP5mCs,https://api.spotify.com/v1/tracks/6BiCjPFN5rM9JPy5eP5mCs,https://api.spotify.com/v1/audio-analysis/6BiCjPFN5rM9JPy5eP5mCs,158051,4
